date,max_temperature,avg_temperature,min_temperature,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_pressure_sea,avg_pressure_sea,min_pressure_sea,precipitation
1994-09-08,26.1,20.1,14.1,94,68.0,42,15.9,13.2,10.5,28,14.0,0,101.59,101.43,101.28,6.4
1994-09-09,22.5,14.8,7.1,94,68.0,42,13.5,9.8,6.0,26,13.0,0,102.11,101.75,101.39,0.0
1994-09-10,19.6,12.8,6.0,92,68.0,44,8.8,6.8,4.8,24,12.0,0,102.54,102.33,102.11,0.0
1994-09-11,20.5,13.25,6.0,93,70.0,47,9.3,6.8,4.4,20,11.0,2,102.71,102.54,102.38,0.0
1994-09-12,26.7,16.95,7.2,94,70.5,47,14.4,10.6,6.8,26,13.0,0,102.53,102.19,101.86,0.0
1994-09-13,26.7,21.85,17.0,93,70.5,48,19.1,16.4,13.7,22,13.0,4,101.89,101.58,101.28,11.8
1994-09-14,23.5,20.7,17.9,100,83.0,66,19.0,17.6,16.3,22,11.0,0,101.83,101.56,101.28,11.4
1994-09-15,20.0,17.95,15.9,91,80.5,70,17.2,15.2,13.2,22,11.0,0,101.89,101.73,101.57,1.0
1994-09-16,29.8,22.75,15.7,100,71.0,42,17.9,15.9,13.9,28,14.0,0,101.5,101.21,100.91,0.0
1994-09-17,24.3,17.45,10.6,96,78.0,60,19.3,14.4,9.6,33,20.0,7,101.33,101.05,100.77,0.0
1994-09-18,22.6,15.8,9.0,93,67.5,42,10.9,9.2,7.6,32,16.0,0,101.69,101.53,101.36,0.0
1994-09-19,22.4,15.25,8.1,89,64.5,40,9.3,7.8,6.4,24,14.0,4,102.1,101.86,101.63,0.0
1994-09-20,26.7,18.1,9.5,81,60.0,39,14.2,10.2,6.1,17,8.5,0,102.18,101.99,101.81,0.0
1994-09-21,24.5,17.45,10.4,94,68.5,43,14.5,11.9,9.4,19,9.5,0,102.16,102.02,101.87,0.0
1994-09-22,22.8,16.6,10.4,99,75.0,51,14.2,11.8,9.5,30,15.0,0,101.91,101.82,101.72,0.0
1994-09-23,21.9,16.14,10.4,96,76.5,57,14.8,12.2,9.6,22,11.0,0,101.84,101.7,101.57,0.0
1994-09-24,18.8,17.1,15.4,90,83.0,76,14.4,13.3,12.3,17,8.5,0,101.81,101.72,101.64,0.0
1994-09-25,20.9,17.85,14.8,94,83.5,73,16.6,15.0,13.4,17,9.5,2,101.64,101.28,100.91,10.0
1994-09-26,21.2,18.1,15.0,100,81.5,63,16.7,14.9,13.1,17,8.5,0,100.9,100.8,100.69,0.6
1994-09-27,20.5,16.25,12.0,100,82.5,65,16.3,13.7,11.0,22,11.0,0,100.76,100.5,100.23,2.2
1994-09-28,14.5,12.4,10.3,92,81.5,71,11.5,9.9,8.3,22,11.0,0,100.34,100.18,100.02,5.0
1994-09-29,16.0,11.25,6.5,83,65.5,48,8.6,5.5,2.5,33,22.0,11,101.36,100.75,100.14,0.0
1994-09-30,16.5,10.95,5.4,93,76.0,59,9.4,6.6,3.8,19,9.5,0,101.69,101.53,101.37,0.0
1994-10-01,13.3,9.19,5.1,100,86.5,73,11.0,8.1,5.1,19,9.5,0,101.45,101.17,100.89,5.6
1994-10-02,16.0,9.19,2.4,91,63.5,36,3.9,1.5,-0.9,24,12.0,0,102.2,101.79,101.38,0.0
1994-10-03,12.8,6.6,0.4,91,70.0,49,3.3,1.1,-1.0,22,11.0,0,102.27,102.15,102.04,0.0
1994-10-04,10.8,6.8,2.8,91,76.0,61,5.4,3.0,0.5,26,16.5,7,102.21,102.06,101.9,0.0
1994-10-05,13.2,8.0,2.8,85,65.0,45,4.1,1.6,-0.8,11,5.5,0,102.11,101.86,101.6,0.0
1994-10-06,19.4,12.7,6.0,85,65.5,46,7.8,5.0,2.3,19,9.5,0,102.09,101.92,101.76,0.0
1994-10-07,19.8,14.1,8.4,92,71.0,50,10.6,8.6,6.6,22,11.0,0,102.33,102.1,101.86,0.0
1994-10-08,23.8,17.6,11.4,94,76.0,58,15.0,12.6,10.2,26,13.0,0,101.88,101.39,100.91,0.0
1994-10-09,18.8,11.5,4.2,89,66.5,44,13.8,8.5,3.2,33,24.0,15,101.72,101.1,100.47,0.4
1994-10-10,12.4,6.7,1.0,94,67.0,40,3.3,0.7,-1.9,26,15.0,4,102.86,102.33,101.79,0.0
1994-10-11,10.9,4.75,-1.4,94,64.5,35,2.7,-0.7,-4.1,15,7.5,0,103.35,103.14,102.94,0.0
1994-10-12,15.2,7.3,-0.6,96,67.5,39,3.5,1.2,-1.1,13,6.5,0,103.3,103.09,102.87,0.0
1994-10-13,15.1,8.4,1.7,95,74.0,53,6.7,3.9,1.1,11,5.5,0,102.91,102.71,102.51,0.0
1994-10-14,15.5,10.45,5.4,90,70.0,50,7.5,5.3,3.2,19,9.5,0,102.88,102.72,102.57,0.0
1994-10-15,14.1,7.3,0.5,89,68.0,47,3.5,0.8,-1.9,15,7.5,0,103.13,102.99,102.85,0.0
1994-10-16,15.1,7.3,-0.5,89,58.0,27,2.8,-0.7,-4.2,11,5.5,0,103.26,103.06,102.86,0.0
1994-10-17,16.3,8.1,-0.1,84,54.5,25,5.8,0.6,-4.6,15,7.5,0,102.83,102.44,102.04,0.0
1994-10-18,17.0,13.4,9.8,93,77.0,61,10.2,7.3,4.5,17,8.5,0,101.99,101.64,101.29,3.2
1994-10-19,22.0,16.75,11.5,99,82.5,66,15.6,12.5,9.4,19,9.5,0,101.23,101.05,100.87,16.2
1994-10-20,16.7,13.25,9.8,97,79.5,62,15.0,11.6,8.2,22,14.0,6,101.38,101.14,100.9,0.0
1994-10-21,15.2,12.3,9.4,91,76.5,62,9.0,7.9,6.8,19,9.5,0,101.59,101.48,101.38,0.0
1994-10-22,14.6,10.4,6.2,90,75.5,61,9.7,8.1,6.4,13,6.5,0,101.58,101.37,101.15,0.0
1994-10-23,16.8,10.35,3.9,100,69.5,39,11.8,6.1,0.4,19,9.5,0,101.22,100.94,100.66,0.8
1994-10-24,13.8,9.5,5.2,86,69.0,52,5.2,3.8,2.3,33,19.5,6,101.31,101.13,100.96,0.0
1994-10-25,10.8,6.75,2.7,84,67.5,51,3.5,1.4,-0.7,28,17.5,7,101.73,101.4,101.07,0.0
1994-10-26,11.8,6.05,0.3,92,67.0,42,3.0,1.0,-1.1,15,7.5,0,102.15,101.92,101.7,0.0
1994-10-27,12.0,6.95,1.9,95,72.0,49,3.6,2.1,0.6,15,7.5,0,102.35,102.2,102.06,0.0
1994-10-28,17.0,10.25,3.5,85,60.5,36,5.4,3.3,1.2,28,16.0,4,102.04,101.78,101.53,0.0
1994-10-29,18.1,14.65,11.2,72,59.5,47,9.0,5.5,2.0,28,17.5,7,101.66,101.46,101.26,0.0
1994-10-30,17.4,11.6,5.8,98,62.5,27,8.3,3.0,-2.4,24,12.0,0,102.08,101.89,101.69,0.0
1994-10-31,13.0,9.94,6.9,89,64.5,40,7.1,2.8,-1.6,19,9.5,0,101.84,101.2,100.57,1.2
1994-11-01,8.4,6.25,4.1,97,88.0,79,6.8,4.0,1.3,26,18.5,11,100.47,99.97,99.46,26.2
1994-11-02,11.0,6.85,2.7,87,68.0,49,2.3,1.1,0.0,33,16.5,0,101.94,101.11,100.27,0.0
1994-11-03,14.4,8.1,1.8,97,78.0,59,9.4,5.0,0.6,19,9.5,0,101.95,101.7,101.45,0.4
1994-11-04,18.0,14.6,11.2,94,85.5,77,14.9,12.2,9.4,26,15.0,4,101.5,101.26,101.02,5.8
1994-11-05,16.5,13.95,11.4,100,93.0,86,14.7,12.8,10.8,24,12.0,0,101.5,101.26,101.03,3.6
1994-11-06,15.0,9.8,4.6,100,86.0,72,12.7,6.5,0.3,46,32.5,19,101.93,100.88,99.82,7.2
1994-11-07,12.0,6.5,1.0,83,66.5,50,4.2,-0.2,-4.5,30,18.0,6,102.89,102.42,101.95,0.0
1994-11-08,13.8,9.9,6.0,88,72.5,57,7.8,5.2,2.6,22,11.0,0,101.92,101.49,101.06,0.0
1994-11-09,11.4,7.7,4.0,93,72.0,51,8.5,3.4,-1.7,24,14.0,4,101.99,101.54,101.1,3.5
1994-11-10,7.4,2.8,-1.8,90,69.5,49,1.3,-1.8,-4.8,26,15.0,4,103.07,102.52,101.97,0.0
1994-11-11,6.7,1.65,-3.4,85,65.5,46,-1.9,-4.0,-6.0,13,6.5,0,103.36,103.16,102.96,0.0
1994-11-12,11.5,3.85,-3.8,92,70.5,49,5.2,-0.4,-6.0,19,9.5,0,102.9,102.41,101.91,0.0
1994-11-13,10.6,9.0,7.4,93,86.5,80,8.5,6.8,5.1,15,7.5,0,102.31,102.12,101.93,0.0
1994-11-14,17.4,11.7,6.0,100,84.0,68,13.4,9.7,6.0,28,14.0,0,101.91,101.67,101.43,0.0
1994-11-15,11.4,5.2,-1.0,94,72.5,51,7.0,2.8,-1.3,30,18.5,7,102.92,102.4,101.88,0.0
1994-11-16,8.9,2.65,-3.6,99,71.5,44,2.5,-0.4,-3.3,15,7.5,0,103.06,102.94,102.82,0.0
1994-11-17,10.7,3.84,-3.0,98,75.0,52,4.8,0.4,-3.9,17,8.5,0,102.91,102.47,102.02,0.0
1994-11-18,15.6,9.65,3.7,97,75.5,54,10.7,5.5,0.3,37,21.5,6,101.98,101.64,101.31,0.4
1994-11-19,10.3,5.45,0.6,85,66.5,48,1.3,-0.1,-1.5,28,17.0,6,102.88,102.34,101.81,0.0
1994-11-20,7.5,2.35,-2.8,91,78.5,66,4.1,0.0,-4.2,28,14.0,0,103.07,102.49,101.91,0.0
1994-11-21,13.7,10.45,7.2,97,68.5,40,9.9,5.0,0.2,48,31.5,15,101.81,100.97,100.13,18.2
1994-11-22,7.2,3.1,-1.0,92,71.5,51,3.2,-2.0,-7.3,52,37.0,22,101.93,101.39,100.86,0.8
1994-11-23,2.0,-2.35,-6.7,100,73.5,47,-0.1,-6.3,-12.6,46,30.5,15,102.28,101.76,101.24,1.6
1994-11-24,6.0,0.39,-5.2,81,70.0,59,0.4,-4.8,-10.1,33,22.0,11,102.38,101.65,100.93,0.0
1994-11-25,7.0,3.3,-0.4,88,68.5,49,0.2,-2.7,-5.6,37,24.0,11,101.9,101.46,101.02,0.0
1994-11-26,0.0,-3.4,-6.8,90,72.0,54,-4.0,-6.7,-9.3,24,12.0,0,103.31,102.64,101.97,0.0
1994-11-27,2.2,-1.5,-5.2,100,79.5,59,1.5,-4.0,-9.4,52,30.5,9,103.34,101.88,100.42,11.6
1994-11-28,9.5,5.65,1.8,100,77.5,55,7.2,1.0,-5.2,50,31.5,13,100.49,99.88,99.28,5.0
1994-11-29,3.8,1.9,0.0,90,74.0,58,-0.9,-2.5,-4.1,43,25.0,7,101.86,101.17,100.48,0.6
1994-11-30,4.1,1.04,-2.0,98,83.0,68,-0.7,-2.6,-4.5,30,15.0,0,102.65,102.24,101.82,0.0
1994-12-01,5.0,2.0,-1.0,87,73.5,60,-0.4,-3.0,-5.6,32,19.0,6,102.89,102.36,101.83,0.0
1994-12-02,10.8,7.15,3.5,75,60.5,46,1.1,-1.0,-3.1,44,22.0,0,102.03,101.82,101.61,0.0
1994-12-03,9.5,5.85,2.2,92,76.5,61,5.6,2.0,-1.5,15,7.5,0,102.2,102.0,101.81,3.4
1994-12-04,9.3,6.25,3.2,94,82.0,70,6.0,4.0,2.0,15,7.5,0,102.63,102.28,101.94,0.0
1994-12-05,9.3,7.75,6.2,100,92.0,84,8.1,6.6,5.1,15,9.5,4,101.91,101.49,101.06,4.0
1994-12-06,8.6,4.34,0.1,93,85.0,77,7.4,2.1,-3.1,24,15.5,7,102.13,101.89,101.66,1.4
1994-12-07,0.2,-4.45,-9.1,97,85.5,74,-0.8,-5.7,-10.6,35,21.0,7,103.05,102.37,101.68,6.4
1994-12-08,-2.2,-6.9,-11.6,95,84.5,74,-6.7,-10.6,-14.5,19,9.5,0,103.53,103.29,103.05,0.0
1994-12-09,1.0,-3.1,-7.2,98,80.5,63,-0.3,-4.6,-8.9,22,11.0,0,102.95,102.15,101.35,4.2
1994-12-10,0.8,-2.25,-5.3,100,86.0,72,-0.1,-4.4,-8.7,28,14.0,0,102.68,101.65,100.62,13.0
1994-12-11,-1.1,-7.95,-14.8,99,80.5,62,-2.5,-9.6,-16.7,44,25.5,7,103.38,102.02,100.66,1.0
1994-12-12,-7.0,-13.25,-19.5,92,73.0,54,-8.2,-16.1,-23.9,15,7.5,0,103.7,103.43,103.17,1.2
1994-12-13,-4.5,-10.3,-16.1,92,78.5,65,-7.6,-12.4,-17.3,17,10.5,4,103.33,103.23,103.12,0.0
1994-12-14,-5.5,-8.15,-10.8,85,78.0,71,-8.9,-11.5,-14.1,19,13.0,7,103.55,103.42,103.29,0.0
1994-12-15,1.0,-3.9,-8.8,99,90.0,81,0.5,-5.3,-11.1,20,13.5,7,103.5,103.26,103.01,0.0
1994-12-16,4.1,1.99,-0.1,100,90.0,80,1.6,0.7,-0.2,22,14.0,6,102.98,102.28,101.59,6.2
1994-12-17,4.4,2.3,0.2,100,92.0,84,3.6,1.8,0.1,30,16.0,2,101.58,101.3,101.02,2.4
1994-12-18,4.2,2.1,0.0,96,88.5,81,1.2,-0.3,-1.8,15,7.5,0,102.07,101.74,101.41,0.6
1994-12-19,1.7,0.9,0.1,91,84.0,77,0.0,-1.4,-2.9,15,7.5,0,102.58,102.33,102.07,0.0
1994-12-20,4.5,2.45,0.4,82,74.0,66,0.8,-0.8,-2.5,19,11.5,4,102.73,102.62,102.51,0.0
1994-12-21,9.7,5.25,0.8,91,71.0,51,1.0,-0.6,-2.1,15,7.5,0,102.96,102.83,102.71,0.0
1994-12-22,10.1,3.09,-3.9,97,79.5,62,3.4,-0.7,-4.8,9,4.5,0,102.75,102.44,102.14,0.0
1994-12-23,7.5,2.7,-2.1,94,82.0,70,2.3,-0.4,-3.1,22,13.0,4,102.28,102.17,102.06,0.0
1994-12-24,5.2,2.3,-0.6,94,75.5,57,0.8,-1.5,-3.8,30,23.5,17,102.09,101.8,101.51,0.0
1994-12-25,6.4,2.7,-1.0,96,80.0,64,1.1,-0.8,-2.6,22,16.5,11,102.34,101.92,101.51,0.0
1994-12-26,7.3,1.7,-3.9,100,82.5,65,2.2,-1.3,-4.8,13,6.5,0,102.66,102.5,102.34,0.0
1994-12-27,6.1,3.15,0.2,100,86.5,73,2.0,0.8,-0.5,20,13.5,7,102.38,101.85,101.32,0.0
1994-12-28,6.4,3.35,0.3,94,83.0,72,3.5,0.2,-3.1,41,25.0,9,102.03,101.39,100.75,0.2
1994-12-29,1.0,-5.0,-11.0,87,69.5,52,-3.7,-8.7,-13.6,35,21.0,7,103.72,102.89,102.07,0.0
1994-12-30,-1.5,-6.45,-11.4,85,72.5,60,-5.4,-10.8,-16.1,28,16.0,4,103.85,103.33,102.8,0.0
1994-12-31,1.2,-0.25,-1.7,100,86.0,72,1.0,-2.4,-5.7,22,11.0,0,102.7,102.16,101.62,7.4
1995-01-01,1.4,-0.1,-1.6,100,89.5,79,0.5,-1.6,-3.8,30,15.0,0,101.56,101.22,100.88,3.8
1995-01-02,-1.1,-4.4,-7.7,86,76.0,66,-5.1,-8.3,-11.6,50,34.5,19,101.85,101.39,100.93,0.0
1995-01-03,-3.3,-6.69,-10.1,91,77.5,64,-6.8,-10.4,-14.0,35,22.0,9,101.91,101.78,101.65,0.4
1995-01-04,-8.8,-11.05,-13.3,82,72.5,63,-12.7,-14.7,-16.6,46,30.5,15,102.31,102.04,101.78,0.0
1995-01-05,-7.0,-10.1,-13.2,78,65.0,52,-12.7,-15.4,-18.1,46,33.0,20,102.41,102.07,101.72,0.0
1995-01-06,-1.8,-4.8,-7.8,99,76.5,54,-3.3,-9.2,-15.1,30,15.0,0,101.83,101.01,100.19,4.8
1995-01-07,-3.0,-9.05,-15.1,98,81.0,64,-3.5,-10.7,-17.8,33,19.5,6,101.74,100.88,100.03,3.5
1995-01-08,-4.4,-8.15,-11.9,86,79.5,73,-8.3,-10.6,-12.8,35,19.5,4,101.89,101.65,101.41,0.2
1995-01-09,-5.2,-8.44,-11.7,89,75.0,61,-9.7,-11.8,-13.8,28,17.5,7,102.84,102.36,101.89,0.0
1995-01-10,-10.0,-11.6,-13.2,92,80.5,69,-12.0,-14.2,-16.3,28,19.5,11,103.29,103.05,102.8,0.6
1995-01-11,-5.0,-9.19,-13.4,97,90.0,83,-5.9,-10.2,-14.6,24,14.0,4,102.96,102.38,101.81,1.0
1995-01-12,9.0,2.0,-5.0,100,97.0,94,8.3,1.4,-5.6,22,11.0,0,101.7,101.25,100.81,3.8
1995-01-13,11.3,6.5,1.7,100,94.5,89,9.2,5.6,2.0,9,4.5,0,101.73,101.42,101.1,0.0
1995-01-14,12.9,6.6,0.3,100,91.0,82,10.8,5.7,0.5,26,13.0,0,101.65,101.21,100.77,6.8
1995-01-15,10.2,5.6,1.0,100,95.0,90,9.8,5.4,1.0,39,19.5,0,100.93,100.75,100.57,43.4
1995-01-16,1.0,-0.15,-1.3,99,94.5,90,0.5,-0.6,-1.8,43,29.0,15,102.11,101.47,100.84,13.4
1995-01-17,1.7,-0.4,-2.5,100,90.5,81,0.3,-1.9,-4.1,24,12.0,0,102.48,102.28,102.08,0.0
1995-01-18,2.8,1.4,0.0,100,96.5,93,2.6,1.2,-0.2,22,11.0,0,102.44,102.23,102.01,0.0
1995-01-19,5.4,3.6,1.8,100,93.5,87,3.6,2.5,1.5,20,10.0,0,101.91,101.21,100.51,0.0
1995-01-20,6.2,4.84,3.5,100,96.0,92,5.6,4.6,3.6,33,20.0,7,100.47,99.83,99.2,33.6
1995-01-21,4.2,1.5,-1.2,98,88.5,79,3.6,1.1,-1.4,24,14.0,4,99.76,99.52,99.28,10.6
1995-01-22,-1.0,-2.29,-3.6,99,90.5,82,-1.6,-3.5,-5.4,24,15.0,6,100.74,100.27,99.8,6.8
1995-01-23,-1.3,-2.45,-3.6,94,88.0,82,-2.5,-4.2,-6.0,15,7.5,0,101.24,100.99,100.74,0.0
1995-01-24,0.6,-0.84,-2.3,94,84.5,75,-1.3,-3.0,-4.8,28,16.0,4,101.93,101.58,101.24,0.4
1995-01-25,0.5,-1.05,-2.6,94,82.5,71,-1.3,-3.9,-6.4,19,9.5,0,102.08,101.96,101.83,0.2
1995-01-26,-1.5,-2.85,-4.2,84,76.0,68,-4.5,-6.4,-8.3,32,21.5,11,102.05,101.92,101.78,0.0
1995-01-27,-1.8,-6.6,-11.4,85,78.0,71,-4.2,-9.2,-14.2,22,13.0,4,102.42,102.13,101.84,0.0
1995-01-28,-9.2,-12.5,-15.8,84,73.5,63,-12.4,-15.7,-19.0,26,18.5,11,102.78,102.58,102.39,0.0
1995-01-29,-2.7,-8.0,-13.3,92,81.5,71,-6.6,-11.3,-16.0,17,8.5,0,102.76,102.42,102.09,0.0
1995-01-30,1.4,-4.64,-10.7,98,83.0,68,-2.8,-7.3,-11.8,24,12.0,0,102.09,101.57,101.06,0.0
1995-01-31,1.1,-1.35,-3.8,90,81.0,72,-1.0,-3.9,-6.7,44,26.5,9,100.96,100.44,99.92,0.0
1995-02-01,2.1,-2.5,-7.1,94,82.5,71,-0.4,-4.7,-9.0,32,23.5,15,100.87,100.38,99.88,0.2
1995-02-02,-7.0,-10.4,-13.8,87,69.5,52,-9.6,-14.0,-18.4,30,19.5,9,102.13,101.51,100.9,0.0
1995-02-03,-3.9,-9.0,-14.1,92,75.5,59,-8.6,-13.2,-17.7,19,9.5,0,102.21,101.51,100.8,0.0
1995-02-04,-2.6,-8.05,-13.5,87,75.0,63,-5.7,-10.8,-15.9,44,25.5,7,100.67,100.2,99.74,0.0
1995-02-05,-12.6,-17.05,-21.5,89,74.5,60,-17.2,-20.8,-24.4,46,28.5,11,101.11,100.62,100.14,0.0
1995-02-06,-14.2,-18.5,-22.8,82,70.5,59,-18.4,-21.9,-25.3,28,16.0,4,101.12,101.0,100.88,0.0
1995-02-07,-4.7,-10.25,-15.8,89,71.5,54,-10.5,-14.8,-19.0,32,16.0,0,101.14,100.88,100.61,0.2
1995-02-08,-10.4,-14.0,-17.6,86,73.5,61,-13.5,-17.6,-21.7,28,17.0,6,101.76,101.46,101.15,0.0
1995-02-09,-4.5,-8.3,-12.1,96,81.0,66,-5.7,-10.6,-15.4,33,23.0,13,101.62,101.09,100.55,0.0
1995-02-10,0.8,-2.95,-6.7,99,86.0,73,-0.8,-5.2,-9.6,46,25.0,4,100.97,100.29,99.61,1.2
1995-02-11,-6.6,-12.2,-17.8,75,65.0,55,-10.6,-16.5,-22.4,46,26.5,7,101.5,100.84,100.18,0.0
1995-02-12,-8.2,-13.35,-18.5,83,72.5,62,-11.5,-17.2,-23.0,39,28.0,17,102.28,101.88,101.47,0.0
1995-02-13,-5.6,-9.69,-13.8,82,74.0,66,-9.9,-13.2,-16.6,37,26.0,15,102.28,102.06,101.84,0.0
1995-02-14,-6.8,-9.9,-13.0,78,64.0,50,-12.4,-16.6,-20.8,24,12.0,0,102.87,102.55,102.23,0.0
1995-02-15,4.4,-5.3,-15.0,98,83.5,69,3.1,-7.1,-17.3,41,20.5,0,102.74,101.45,100.17,2.8
1995-02-16,0.9,-2.54,-6.0,91,69.5,48,-4.0,-6.8,-9.7,28,14.0,0,102.62,101.9,101.18,0.0
1995-02-17,2.5,-2.84,-8.2,88,70.5,53,-3.6,-7.0,-10.5,26,13.0,0,102.99,102.81,102.62,0.0
1995-02-18,6.8,2.04,-2.7,94,73.0,52,0.0,-3.2,-6.4,24,12.0,0,102.95,102.54,102.13,0.0
1995-02-19,7.8,2.9,-2.0,86,73.0,60,0.8,-2.3,-5.4,30,15.0,0,102.1,101.94,101.78,0.0
1995-02-20,1.7,-0.95,-3.6,100,94.5,89,1.0,-1.8,-4.5,17,8.5,0,101.74,100.93,100.13,3.2
1995-02-21,0.4,-4.95,-10.3,100,81.5,63,0.3,-7.2,-14.8,46,23.0,0,102.01,101.09,100.16,2.2
1995-02-22,-2.0,-7.4,-12.8,83,68.5,54,-5.1,-10.9,-16.7,15,7.5,0,102.21,101.81,101.4,0.0
1995-02-23,1.8,-2.3,-6.4,94,82.5,71,-0.5,-4.0,-7.6,20,10.0,0,101.45,100.99,100.53,0.0
1995-02-24,1.4,-3.7,-8.8,83,70.5,58,-2.1,-8.4,-14.8,46,27.5,9,102.3,101.43,100.56,0.0
1995-02-25,-6.8,-10.15,-13.5,89,72.0,55,-9.1,-14.7,-20.2,26,13.0,0,102.96,102.53,102.11,1.4
1995-02-26,-7.8,-12.0,-16.2,69,54.5,40,-13.8,-18.6,-23.4,28,21.5,15,103.52,103.24,102.96,0.0
1995-02-27,-1.3,-5.95,-10.6,97,83.0,69,-2.2,-8.6,-14.9,24,15.5,7,103.03,102.45,101.88,9.6
1995-02-28,-0.9,-3.2,-5.5,85,79.0,73,-3.8,-5.8,-7.9,22,11.0,0,102.44,102.21,101.97,0.0
1995-03-01,-0.8,-5.3,-9.8,93,75.0,57,-5.4,-9.1,-12.7,30,15.0,0,102.95,102.66,102.37,0.0
1995-03-02,-5.2,-8.19,-11.2,81,62.5,44,-10.8,-13.9,-17.1,19,9.5,0,103.5,103.26,103.02,0.0
1995-03-03,-2.2,-7.6,-13.0,86,66.5,47,-9.2,-12.3,-15.5,19,9.5,0,103.33,103.12,102.91,0.0
1995-03-04,2.2,-4.25,-10.7,93,69.0,45,-5.5,-8.4,-11.4,13,6.5,0,103.29,103.15,103.01,0.0
1995-03-05,2.6,-1.35,-5.3,100,86.5,73,2.0,-2.8,-7.5,26,16.0,6,103.19,102.28,101.37,9.4
1995-03-06,3.2,0.1,-3.0,100,87.0,74,2.5,-2.1,-6.7,19,9.5,0,102.45,101.84,101.24,1.4
1995-03-07,15.2,6.9,-1.4,100,89.5,79,11.8,4.1,-3.6,37,21.5,6,102.08,101.17,100.25,23.6
1995-03-08,1.1,-5.1,-11.3,95,79.5,64,0.0,-7.0,-14.0,37,26.0,15,102.56,101.78,101.01,4.8
1995-03-09,-6.5,-9.85,-13.2,75,61.5,48,-13.6,-16.2,-18.8,37,23.0,9,103.49,103.01,102.53,0.0
1995-03-10,-3.6,-8.3,-13.0,80,64.0,48,-8.0,-12.6,-17.1,17,8.5,0,103.69,103.28,102.88,0.0
1995-03-11,6.4,1.2,-4.0,87,75.0,63,0.6,-4.0,-8.7,19,9.5,0,102.82,102.49,102.16,0.0
1995-03-12,14.0,6.25,-1.5,95,75.0,55,6.2,1.8,-2.5,19,9.5,0,102.85,102.69,102.54,0.0
1995-03-13,19.0,9.69,0.4,97,68.0,39,6.9,3.2,-0.5,15,7.5,0,103.1,102.92,102.75,0.0
1995-03-14,20.1,11.25,2.4,84,62.0,40,8.9,4.5,0.0,15,7.5,0,103.09,102.86,102.64,0.0
1995-03-15,20.9,12.05,3.2,86,62.5,39,6.7,3.5,0.2,19,9.5,0,102.58,102.22,101.86,0.6
1995-03-16,17.2,9.65,2.1,95,68.0,41,6.4,2.8,-0.9,22,11.0,0,101.94,101.78,101.61,0.0
1995-03-17,3.9,0.95,-2.0,88,74.0,60,0.1,-3.0,-6.0,33,20.0,7,102.55,102.17,101.79,0.0
1995-03-18,9.7,3.45,-2.8,84,66.0,48,-1.0,-3.4,-5.7,19,9.5,0,102.63,102.36,102.08,0.0
1995-03-19,5.2,3.25,1.3,85,77.5,70,2.4,0.2,-2.1,26,13.0,0,102.09,101.55,101.01,2.8
1995-03-20,12.8,6.9,1.0,96,75.5,55,9.9,5.2,0.5,22,11.0,0,100.98,100.28,99.57,7.0
1995-03-21,9.7,6.25,2.8,97,79.5,62,8.8,3.1,-2.5,41,27.0,13,99.86,99.67,99.48,0.0
1995-03-22,6.1,3.7,1.3,93,80.5,68,1.2,-0.7,-2.6,32,19.5,7,100.8,100.2,99.6,1.2
1995-03-23,7.1,3.34,-0.4,83,67.0,51,-0.1,-3.8,-7.5,33,24.0,15,101.21,100.95,100.7,0.0
1995-03-24,5.0,1.8,-1.4,78,57.0,36,-4.4,-7.1,-9.8,44,30.5,17,102.0,101.63,101.27,0.0
1995-03-25,10.4,3.95,-2.5,69,50.5,32,-1.5,-5.8,-10.2,41,28.0,15,102.32,102.19,102.05,0.0
1995-03-26,11.8,5.3,-1.2,76,49.5,23,-2.9,-5.8,-8.8,30,21.5,13,102.41,102.23,102.04,0.0
1995-03-27,6.7,1.4,-3.9,83,64.5,46,-2.6,-5.2,-7.7,26,17.5,9,102.46,102.18,101.9,0.0
1995-03-28,9.0,3.6,-1.8,73,51.0,29,-4.6,-6.8,-9.1,24,12.0,0,101.98,101.87,101.76,0.0
1995-03-29,9.9,3.25,-3.4,82,57.5,33,1.3,-3.2,-7.7,22,11.0,0,101.93,101.69,101.46,0.0
1995-03-30,7.7,4.65,1.6,90,72.0,54,2.2,-0.5,-3.2,28,14.0,0,101.46,101.33,101.19,0.0
1995-03-31,5.8,0.5,-4.8,90,63.5,37,-0.5,-5.7,-10.8,24,15.0,6,101.76,101.56,101.35,0.0
1995-04-01,5.0,-0.95,-6.9,82,55.0,28,-4.6,-8.5,-12.4,20,10.0,0,101.84,101.66,101.48,0.0
1995-04-02,7.4,3.0,-1.4,76,56.0,36,-2.1,-5.2,-8.2,19,9.5,0,101.96,101.74,101.52,0.0
1995-04-03,12.8,5.8,-1.2,93,71.5,50,5.9,1.7,-2.5,37,18.5,0,101.92,101.23,100.54,2.0
1995-04-04,6.6,-1.1,-8.8,90,67.0,44,4.4,-6.2,-16.8,59,36.0,13,101.9,100.92,99.95,0.4
1995-04-05,0.0,-4.59,-9.2,71,56.0,41,-9.9,-12.1,-14.3,32,16.0,0,102.13,102.03,101.94,0.0
